% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
330.121	6	1	33013	2	3	28	9422	0	0	0
330.161	6	1	33017	2	3	28	9422	0	0	0
330.171	6	1	33018	2	3	28	9422	0	0	0
330.211	6	1	33022	2	3	28	9422	0	0	0
330.221	6	1	33023	2	3	28	9422	0	0	0
330.261	6	1	33027	2	3	28	9422	0	0	0
330.271	6	1	33028	2	3	28	9422	0	0	0
330.311	6	1	33032	2	3	28	9422	0	0	0
330.321	6	1	33033	2	3	28	9422	0	0	0
330.361	6	1	33037	2	3	28	9422	0	0	0
330.371	6	1	33038	2	3	28	9422	0	0	0
330.411	6	1	33042	2	3	28	9422	0	0	0
330.421	6	1	33043	2	3	28	9422	0	0	0
330.461	6	1	33047	2	3	28	9422	0	0	0
330.471	6	1	33048	2	3	28	9422	0	0	0
330.511	6	1	33052	2	3	28	9422	0	0	0
330.521	6	1	33053	2	3	28	9422	0	0	0
330.561	6	1	33057	2	3	28	9422	0	0	0
330.571	6	1	33058	2	3	28	9422	0	0	0
330.611	6	1	33062	2	3	28	9422	0	0	0
330.621	6	1	33063	2	3	28	9422	0	0	0
330.661	6	1	33067	2	3	28	9422	0	0	0
330.671	6	1	33068	2	3	28	9422	0	0	0
330.711	6	1	33072	2	3	28	9422	0	0	0
330.721	6	1	33073	2	3	28	9422	0	0	0
330.761	6	1	33077	2	3	28	9422	0	0	0
330.771	6	1	33078	2	3	28	9422	0	0	0
330.811	6	1	33082	2	3	28	9422	0	0	0
330.821	6	1	33083	2	3	28	9422	0	0	0
330.861	6	1	33087	2	3	28	9422	0	0	0
330.871	6	1	33088	2	3	28	9422	0	0	0
330.911	6	1	33092	2	3	28	9422	0	0	0
330.921	6	1	33093	2	3	28	9422	0	0	0
330.961	6	1	33097	2	3	28	9422	0	0	0
330.971	6	1	33098	2	3	28	9422	0	0	0
331.011	6	1	33102	2	3	28	9422	0	0	0
331.021	6	1	33103	2	3	28	9422	0	0	0
331.061	6	1	33107	2	3	28	9422	0	0	0
331.071	6	1	33108	2	3	28	9422	0	0	0
331.111	6	1	33112	2	3	28	9422	0	0	0
331.121	6	1	33113	2	3	28	9422	0	0	0
331.161	6	1	33117	2	3	28	9422	0	0	0
331.171	6	1	33118	2	3	28	9422	0	0	0
331.211	6	1	33122	2	3	28	9422	0	0	0
331.221	6	1	33123	2	3	28	9422	0	0	0
331.261	6	1	33127	2	3	28	9422	0	0	0
331.271	6	1	33128	2	3	28	9422	0	0	0
331.311	6	1	33132	2	3	28	9422	0	0	0
331.321	6	1	33133	2	3	28	9422	0	0	0
331.361	6	1	33137	2	3	28	9422	0	0	0
331.371	6	1	33138	2	3	28	9422	0	0	0
331.411	6	1	33142	2	3	28	9422	0	0	0
331.421	6	1	33143	2	3	28	9422	0	0	0
331.461	6	1	33147	2	3	28	9422	0	0	0
331.471	6	1	33148	2	3	28	9422	0	0	0
331.511	6	1	33152	2	3	28	9422	0	0	0
331.521	6	1	33153	2	3	28	9422	0	0	0
331.561	6	1	33157	2	3	28	9422	0	0	0
331.571	6	1	33158	2	3	28	9422	0	0	0
331.611	6	1	33162	2	3	28	9422	0	0	0
331.621	6	1	33163	2	3	28	9422	0	0	0
331.661	6	1	33167	2	3	28	9422	0	0	0
331.671	6	1	33168	2	3	28	9422	0	0	0
331.711	6	1	33172	2	3	28	9422	0	0	0
331.721	6	1	33173	2	3	28	9422	0	0	0
331.761	6	1	33177	2	3	28	9422	0	0	0
331.771	6	1	33178	2	3	28	9422	0	0	0
331.811	6	1	33182	2	3	28	9422	0	0	0
331.821	6	1	33183	2	3	28	9422	0	0	0
331.861	6	1	33187	2	3	28	9422	0	0	0
331.871	6	1	33188	2	3	28	9422	0	0	0
331.911	6	1	33192	2	3	28	9422	0	0	0
331.921	6	1	33193	2	3	28	9422	0	0	0
331.961	6	1	33197	2	3	28	9422	0	0	0
331.971	6	1	33198	2	3	28	9422	0	0	0
332.011	6	1	33202	2	3	28	9422	0	0	0
332.021	6	1	33203	2	3	28	9422	0	0	0
332.061	6	1	33207	2	3	28	9422	0	0	0
332.071	6	1	33208	2	3	28	9422	0	0	0
332.111	6	1	33212	2	3	28	9422	0	0	0
332.121	6	1	33213	2	3	28	9422	0	0	0
332.161	6	1	33217	2	3	28	9422	0	0	0
332.171	6	1	33218	2	3	28	9422	0	0	0
332.211	6	1	33222	2	3	28	9422	0	0	0
332.221	6	1	33223	2	3	28	9422	0	0	0
332.261	6	1	33227	2	3	28	9422	0	0	0
332.271	6	1	33228	2	3	28	9422	0	0	0
332.311	6	1	33232	2	3	28	9422	0	0	0
332.321	6	1	33233	2	3	28	9422	0	0	0
332.361	6	1	33237	2	3	28	9422	0	0	0
332.371	6	1	33238	2	3	28	9422	0	0	0
332.411	6	1	33242	2	3	28	9422	0	0	0
332.421	6	1	33243	2	3	28	9422	0	0	0
332.461	6	1	33247	2	3	28	9422	0	0	0
332.471	6	1	33248	2	3	28	9422	0	0	0
332.511	6	1	33252	2	3	28	9422	0	0	0
332.521	6	1	33253	2	3	28	9422	0	0	0
332.561	6	1	33257	2	3	28	9422	0	0	0
332.571	6	1	33258	2	3	28	9422	0	0	0
332.611	6	1	33262	2	3	28	9422	0	0	0
332.621	6	1	33263	2	3	28	9422	0	0	0
332.661	6	1	33267	2	3	28	9422	0	0	0
332.671	6	1	33268	2	3	28	9422	0	0	0
332.711	6	1	33272	2	3	28	9422	0	0	0
332.721	6	1	33273	2	3	28	9422	0	0	0
332.761	6	1	33277	2	3	28	9422	0	0	0
332.771	6	1	33278	2	3	28	9422	0	0	0
332.811	6	1	33282	2	3	28	9422	0	0	0
332.821	6	1	33283	2	3	28	9422	0	0	0
332.861	6	1	33287	2	3	28	9422	0	0	0
332.871	6	1	33288	2	3	28	9422	0	0	0
332.911	6	1	33292	2	3	28	9422	0	0	0
332.921	6	1	33293	2	3	28	9422	0	0	0
332.961	6	1	33297	2	3	28	9422	0	0	0
332.971	6	1	33298	2	3	28	9422	0	0	0
333.011	6	1	33302	2	3	28	9422	0	0	0
333.021	6	1	33303	2	3	28	9422	0	0	0
333.061	6	1	33307	2	3	28	9422	0	0	0
333.071	6	1	33308	2	3	28	9422	0	0	0
333.111	6	1	33312	2	3	28	9422	0	0	0
333.121	6	1	33313	2	3	28	9422	0	0	0
333.161	6	1	33317	2	3	28	9422	0	0	0
333.171	6	1	33318	2	3	28	9422	0	0	0
333.211	6	1	33322	2	3	28	9422	0	0	0
333.221	6	1	33323	2	3	28	9422	0	0	0
333.261	6	1	33327	2	3	28	9422	0	0	0
333.271	6	1	33328	2	3	28	9422	0	0	0
333.311	6	1	33332	2	3	28	9422	0	0	0
333.321	6	1	33333	2	3	28	9422	0	0	0
333.361	6	1	33337	2	3	28	9422	0	0	0
333.371	6	1	33338	2	3	28	9422	0	0	0
333.411	6	1	33342	2	3	28	9422	0	0	0
333.421	6	1	33343	2	3	28	9422	0	0	0
333.461	6	1	33347	2	3	28	9422	0	0	0
333.471	6	1	33348	2	3	28	9422	0	0	0
333.511	6	1	33352	2	3	28	9422	0	0	0
333.521	6	1	33353	2	3	28	9422	0	0	0
333.561	6	1	33357	2	3	28	9422	0	0	0
333.571	6	1	33358	2	3	28	9422	0	0	0
333.611	6	1	33362	2	3	28	9422	0	0	0
333.621	6	1	33363	2	3	28	9422	0	0	0
333.661	6	1	33367	2	3	28	9422	0	0	0
333.671	6	1	33368	2	3	28	9422	0	0	0
333.711	6	1	33372	2	3	28	9422	0	0	0
333.721	6	1	33373	2	3	28	9422	0	0	0
333.761	6	1	33377	2	3	28	9422	0	0	0
333.771	6	1	33378	2	3	28	9422	0	0	0
333.811	6	1	33382	2	3	28	9422	0	0	0
333.821	6	1	33383	2	3	28	9422	0	0	0
333.861	6	1	33387	2	3	28	9422	0	0	0
333.871	6	1	33388	2	3	28	9422	0	0	0
333.911	6	1	33392	2	3	28	9422	0	0	0
333.921	6	1	33393	2	3	28	9422	0	0	0
333.961	6	1	33397	2	3	28	9422	0	0	0
333.971	6	1	33398	2	3	28	9422	0	0	0
334.011	6	1	33402	2	3	28	9422	0	0	0
334.021	6	1	33403	2	3	28	9422	0	0	0
334.061	6	1	33407	2	3	28	9422	0	0	0
334.071	6	1	33408	2	3	28	9422	0	0	0
334.111	6	1	33412	2	3	28	9422	0	0	0
334.121	6	1	33413	2	3	28	9422	0	0	0
334.161	6	1	33417	2	3	28	9422	0	0	0
334.171	6	1	33418	2	3	28	9422	0	0	0
334.211	6	1	33422	2	3	28	9422	0	0	0
334.221	6	1	33423	2	3	28	9422	0	0	0
334.261	6	1	33427	2	3	28	9422	0	0	0
334.271	6	1	33428	2	3	28	9422	0	0	0
334.311	6	1	33432	2	3	28	9422	0	0	0
334.321	6	1	33433	2	3	28	9422	0	0	0
334.361	6	1	33437	2	3	28	9422	0	0	0
334.371	6	1	33438	2	3	28	9422	0	0	0
334.411	6	1	33442	2	3	28	9422	0	0	0
334.421	6	1	33443	2	3	28	9422	0	0	0
334.461	6	1	33447	2	3	28	9422	0	0	0
334.471	6	1	33448	2	3	28	9422	0	0	0
334.511	6	1	33452	2	3	28	9422	0	0	0
334.521	6	1	33453	2	3	28	9422	0	0	0
334.561	6	1	33457	2	3	28	9422	0	0	0
334.571	6	1	33458	2	3	28	9422	0	0	0
334.611	6	1	33462	2	3	28	9422	0	0	0
334.621	6	1	33463	2	3	28	9422	0	0	0
334.661	6	1	33467	2	3	28	9422	0	0	0
334.671	6	1	33468	2	3	28	9422	0	0	0
334.711	6	1	33472	2	3	28	9422	0	0	0
334.721	6	1	33473	2	3	28	9422	0	0	0
334.761	6	1	33477	2	3	28	9422	0	0	0
334.771	6	1	33478	2	3	28	9422	0	0	0
334.811	6	1	33482	2	3	28	9422	0	0	0
334.821	6	1	33483	2	3	28	9422	0	0	0
334.861	6	1	33487	2	3	28	9422	0	0	0
334.871	6	1	33488	2	3	28	9422	0	0	0
334.911	6	1	33492	2	3	28	9422	0	0	0
334.921	6	1	33493	2	3	28	9422	0	0	0
334.961	6	1	33497	2	3	28	9422	0	0	0
334.971	6	1	33498	2	3	28	9422	0	0	0
335.011	6	1	33502	2	3	28	9422	0	0	0
335.021	6	1	33503	2	3	28	9422	0	0	0
335.061	6	1	33507	2	3	28	9422	0	0	0
335.071	6	1	33508	2	3	28	9422	0	0	0
335.111	6	1	33512	2	3	28	9422	0	0	0
335.121	6	1	33513	2	3	28	9422	0	0	0
335.161	6	1	33517	2	3	28	9422	0	0	0
335.171	6	1	33518	2	3	28	9422	0	0	0
335.211	6	1	33522	2	3	28	9422	0	0	0
335.221	6	1	33523	2	3	28	9422	0	0	0
335.261	6	1	33527	2	3	28	9422	0	0	0
335.271	6	1	33528	2	3	28	9422	0	0	0
335.311	6	1	33532	2	3	28	9422	0	0	0
335.321	6	1	33533	2	3	28	9422	0	0	0
335.361	6	1	33537	2	3	28	9422	0	0	0
335.371	6	1	33538	2	3	28	9422	0	0	0
335.411	6	1	33542	2	3	28	9422	0	0	0
335.421	6	1	33543	2	3	28	9422	0	0	0
335.461	6	1	33547	2	3	28	9422	0	0	0
335.471	6	1	33548	2	3	28	9422	0	0	0
335.511	6	1	33552	2	3	28	9422	0	0	0
335.521	6	1	33553	2	3	28	9422	0	0	0
335.561	6	1	33557	2	3	28	9422	0	0	0
335.571	6	1	33558	2	3	28	9422	0	0	0
335.611	6	1	33562	2	3	28	9422	0	0	0
335.621	6	1	33563	2	3	28	9422	0	0	0
335.661	6	1	33567	2	3	28	9422	0	0	0
335.671	6	1	33568	2	3	28	9422	0	0	0
335.711	6	1	33572	2	3	28	9422	0	0	0
335.721	6	1	33573	2	3	28	9422	0	0	0
335.761	6	1	33577	2	3	28	9422	0	0	0
335.771	6	1	33578	2	3	28	9422	0	0	0
335.811	6	1	33582	2	3	28	9422	0	0	0
335.821	6	1	33583	2	3	28	9422	0	0	0
335.861	6	1	33587	2	3	28	9422	0	0	0
335.871	6	1	33588	2	3	28	9422	0	0	0
335.911	6	1	33592	2	3	28	9422	0	0	0
335.921	6	1	33593	2	3	28	9422	0	0	0
335.961	6	1	33597	2	3	28	9422	0	0	0
335.971	6	1	33598	2	3	28	9422	0	0	0
336.011	6	1	33602	2	3	28	9422	0	0	0
336.021	6	1	33603	2	3	28	9422	0	0	0
336.061	6	1	33607	2	3	28	9422	0	0	0
336.071	6	1	33608	2	3	28	9422	0	0	0
336.111	6	1	33612	2	3	28	9422	0	0	0
336.121	6	1	33613	2	3	28	9422	0	0	0
336.161	6	1	33617	2	3	28	9422	0	0	0
336.171	6	1	33618	2	3	28	9422	0	0	0
336.211	6	1	33622	2	3	28	9422	0	0	0
336.221	6	1	33623	2	3	28	9422	0	0	0
336.261	6	1	33627	2	3	28	9422	0	0	0
336.271	6	1	33628	2	3	28	9422	0	0	0
336.311	6	1	33632	2	3	28	9422	0	0	0
336.321	6	1	33633	2	3	28	9422	0	0	0
336.361	6	1	33637	2	3	28	9422	0	0	0
336.371	6	1	33638	2	3	28	9422	0	0	0
336.411	6	1	33642	2	3	28	9422	0	0	0
336.421	6	1	33643	2	3	28	9422	0	0	0
336.461	6	1	33647	2	3	28	9422	0	0	0
336.471	6	1	33648	2	3	28	9422	0	0	0
336.511	6	1	33652	2	3	28	9422	0	0	0
336.521	6	1	33653	2	3	28	9422	0	0	0
336.561	6	1	33657	2	3	28	9422	0	0	0
336.571	6	1	33658	2	3	28	9422	0	0	0
336.611	6	1	33662	2	3	28	9422	0	0	0
336.621	6	1	33663	2	3	28	9422	0	0	0
336.661	6	1	33667	2	3	28	9422	0	0	0
336.671	6	1	33668	2	3	28	9422	0	0	0
336.711	6	1	33672	2	3	28	9422	0	0	0
336.721	6	1	33673	2	3	28	9422	0	0	0
336.761	6	1	33677	2	3	28	9422	0	0	0
336.771	6	1	33678	2	3	28	9422	0	0	0
336.811	6	1	33682	2	3	28	9422	0	0	0
336.821	6	1	33683	2	3	28	9422	0	0	0
336.861	6	1	33687	2	3	28	9422	0	0	0
336.871	6	1	33688	2	3	28	9422	0	0	0
336.911	6	1	33692	2	3	28	9422	0	0	0
336.921	6	1	33693	2	3	28	9422	0	0	0
336.961	6	1	33697	2	3	28	9422	0	0	0
336.971	6	1	33698	2	3	28	9422	0	0	0
337.011	6	1	33702	2	3	28	9422	0	0	0
337.021	6	1	33703	2	3	28	9422	0	0	0
337.061	6	1	33707	2	3	28	9422	0	0	0
337.071	6	1	33708	2	3	28	9422	0	0	0
337.111	6	1	33712	2	3	28	9422	0	0	0
337.121	6	1	33713	2	3	28	9422	0	0	0
337.161	6	1	33717	2	3	28	9422	0	0	0
337.171	6	1	33718	2	3	28	9422	0	0	0
337.211	6	1	33722	2	3	28	9422	0	0	0
337.221	6	1	33723	2	3	28	9422	0	0	0
337.261	6	1	33727	2	3	28	9422	0	0	0
337.271	6	1	33728	2	3	28	9422	0	0	0
337.311	6	1	33732	2	3	28	9422	0	0	0
337.321	6	1	33733	2	3	28	9422	0	0	0
337.361	6	1	33737	2	3	28	9422	0	0	0
337.371	6	1	33738	2	3	28	9422	0	0	0
337.411	6	1	33742	2	3	28	9422	0	0	0
337.421	6	1	33743	2	3	28	9422	0	0	0
337.461	6	1	33747	2	3	28	9422	0	0	0
337.471	6	1	33748	2	3	28	9422	0	0	0
337.511	6	1	33752	2	3	28	9422	0	0	0
337.521	6	1	33753	2	3	28	9422	0	0	0
337.561	6	1	33757	2	3	28	9422	0	0	0
337.571	6	1	33758	2	3	28	9422	0	0	0
337.611	6	1	33762	2	3	28	9422	0	0	0
337.621	6	1	33763	2	3	28	9422	0	0	0
337.661	6	1	33767	2	3	28	9422	0	0	0
337.671	6	1	33768	2	3	28	9422	0	0	0
337.711	6	1	33772	2	3	28	9422	0	0	0
337.721	6	1	33773	2	3	28	9422	0	0	0
337.761	6	1	33777	2	3	28	9422	0	0	0
337.771	6	1	33778	2	3	28	9422	0	0	0
337.811	6	1	33782	2	3	28	9422	0	0	0
337.821	6	1	33783	2	3	28	9422	0	0	0
337.861	6	1	33787	2	3	28	9422	0	0	0
337.871	6	1	33788	2	3	28	9422	0	0	0
337.911	6	1	33792	2	3	28	9422	0	0	0
337.921	6	1	33793	2	3	28	9422	0	0	0
337.961	6	1	33797	2	3	28	9422	0	0	0
337.971	6	1	33798	2	3	28	9422	0	0	0
338.011	6	1	33802	2	3	28	9422	0	0	0
338.021	6	1	33803	2	3	28	9422	0	0	0
338.061	6	1	33807	2	3	28	9422	0	0	0
338.071	6	1	33808	2	3	28	9422	0	0	0
338.111	6	1	33812	2	3	28	9422	0	0	0
338.121	6	1	33813	2	3	28	9422	0	0	0
338.161	6	1	33817	2	3	28	9422	0	0	0
338.171	6	1	33818	2	3	28	9422	0	0	0
338.211	6	1	33822	2	3	28	9422	0	0	0
338.221	6	1	33823	2	3	28	9422	0	0	0
338.261	6	1	33827	2	3	28	9422	0	0	0
338.271	6	1	33828	2	3	28	9422	0	0	0
338.311	6	1	33832	2	3	28	9422	0	0	0
338.321	6	1	33833	2	3	28	9422	0	0	0
338.361	6	1	33837	2	3	28	9422	0	0	0
338.371	6	1	33838	2	3	28	9422	0	0	0
338.411	6	1	33842	2	3	28	9422	0	0	0
338.421	6	1	33843	2	3	28	9422	0	0	0
338.461	6	1	33847	2	3	28	9422	0	0	0
338.471	6	1	33848	2	3	28	9422	0	0	0
338.511	6	1	33852	2	3	28	9422	0	0	0
338.521	6	1	33853	2	3	28	9422	0	0	0
338.561	6	1	33857	2	3	28	9422	0	0	0
338.571	6	1	33858	2	3	28	9422	0	0	0
338.611	6	1	33862	2	3	28	9422	0	0	0
338.621	6	1	33863	2	3	28	9422	0	0	0
338.661	6	1	33867	2	3	28	9422	0	0	0
338.671	6	1	33868	2	3	28	9422	0	0	0
338.711	6	1	33872	2	3	28	9422	0	0	0
338.721	6	1	33873	2	3	28	9422	0	0	0
338.761	6	1	33877	2	3	28	9422	0	0	0
338.771	6	1	33878	2	3	28	9422	0	0	0
338.811	6	1	33882	2	3	28	9422	0	0	0
338.821	6	1	33883	2	3	28	9422	0	0	0
338.861	6	1	33887	2	3	28	9422	0	0	0
338.871	6	1	33888	2	3	28	9422	0	0	0
338.911	6	1	33892	2	3	28	9422	0	0	0
338.921	6	1	33893	2	3	28	9422	0	0	0
338.961	6	1	33897	2	3	28	9422	0	0	0
338.971	6	1	33898	2	3	28	9422	0	0	0
339.011	6	1	33902	2	3	28	9422	0	0	0
339.021	6	1	33903	2	3	28	9422	0	0	0
339.061	6	1	33907	2	3	28	9422	0	0	0
339.071	6	1	33908	2	3	28	9422	0	0	0
339.111	6	1	33912	2	3	28	9422	0	0	0
339.121	6	1	33913	2	3	28	9422	0	0	0
339.161	6	1	33917	2	3	28	9422	0	0	0
339.171	6	1	33918	2	3	28	9422	0	0	0
339.211	6	1	33922	2	3	28	9422	0	0	0
339.221	6	1	33923	2	3	28	9422	0	0	0
339.261	6	1	33927	2	3	28	9422	0	0	0
339.271	6	1	33928	2	3	28	9422	0	0	0
339.311	6	1	33932	2	3	28	9422	0	0	0
339.321	6	1	33933	2	3	28	9422	0	0	0
339.361	6	1	33937	2	3	28	9422	0	0	0
339.371	6	1	33938	2	3	28	9422	0	0	0
339.411	6	1	33942	2	3	28	9422	0	0	0
339.421	6	1	33943	2	3	28	9422	0	0	0
339.461	6	1	33947	2	3	28	9422	0	0	0
339.471	6	1	33948	2	3	28	9422	0	0	0
339.511	6	1	33952	2	3	28	9422	0	0	0
339.521	6	1	33953	2	3	28	9422	0	0	0
339.561	6	1	33957	2	3	28	9422	0	0	0
339.571	6	1	33958	2	3	28	9422	0	0	0
339.611	6	1	33962	2	3	28	9422	0	0	0
339.621	6	1	33963	2	3	28	9422	0	0	0
339.661	6	1	33967	2	3	28	9422	0	0	0
339.671	6	1	33968	2	3	28	9422	0	0	0
339.711	6	1	33972	2	3	28	9422	0	0	0
339.721	6	1	33973	2	3	28	9422	0	0	0
339.761	6	1	33977	2	3	28	9422	0	0	0
339.771	6	1	33978	2	3	28	9422	0	0	0
339.811	6	1	33982	2	3	28	9422	0	0	0
339.821	6	1	33983	2	3	28	9422	0	0	0
339.861	6	1	33987	2	3	28	9422	0	0	0
339.871	6	1	33988	2	3	28	9422	0	0	0
339.911	6	1	33992	2	3	28	9422	0	0	0
339.921	6	1	33993	2	3	28	9422	0	0	0
339.961	6	1	33997	2	3	28	9422	0	0	0
339.971	6	1	33998	2	3	28	9422	0	0	0
340.011	6	1	34002	2	3	28	9422	0	0	0
340.021	6	1	34003	2	3	28	9422	0	0	0
340.061	6	1	34007	2	3	28	9422	0	0	0
340.071	6	1	34008	2	3	28	9422	0	0	0
340.111	6	1	34012	2	3	28	9422	0	0	0
340.121	6	1	34013	2	3	28	9422	0	0	0
340.161	6	1	34017	2	3	28	9422	0	0	0
340.171	6	1	34018	2	3	28	9422	0	0	0
340.211	6	1	34022	2	3	28	9422	0	0	0
340.221	6	1	34023	2	3	28	9422	0	0	0
340.261	6	1	34027	2	3	28	9422	0	0	0
340.271	6	1	34028	2	3	28	9422	0	0	0
340.311	6	1	34032	2	3	28	9422	0	0	0
340.321	6	1	34033	2	3	28	9422	0	0	0
340.361	6	1	34037	2	3	28	9422	0	0	0
340.371	6	1	34038	2	3	28	9422	0	0	0
340.411	6	1	34042	2	3	28	9422	0	0	0
340.421	6	1	34043	2	3	28	9422	0	0	0
340.461	6	1	34047	2	3	28	9422	0	0	0
340.471	6	1	34048	2	3	28	9422	0	0	0
340.511	6	1	34052	2	3	28	9422	0	0	0
340.521	6	1	34053	2	3	28	9422	0	0	0
340.561	6	1	34057	2	3	28	9422	0	0	0
340.571	6	1	34058	2	3	28	9422	0	0	0
340.611	6	1	34062	2	3	28	9422	0	0	0
340.621	6	1	34063	2	3	28	9422	0	0	0
340.661	6	1	34067	2	3	28	9422	0	0	0
340.671	6	1	34068	2	3	28	9422	0	0	0
340.711	6	1	34072	2	3	28	9422	0	0	0
340.721	6	1	34073	2	3	28	9422	0	0	0
340.761	6	1	34077	2	3	28	9422	0	0	0
340.771	6	1	34078	2	3	28	9422	0	0	0
340.811	6	1	34082	2	3	28	9422	0	0	0
340.821	6	1	34083	2	3	28	9422	0	0	0
340.861	6	1	34087	2	3	28	9422	0	0	0
340.871	6	1	34088	2	3	28	9422	0	0	0
340.911	6	1	34092	2	3	28	9422	0	0	0
340.921	6	1	34093	2	3	28	9422	0	0	0
340.961	6	1	34097	2	3	28	9422	0	0	0
340.971	6	1	34098	2	3	28	9422	0	0	0
341.011	6	1	34102	2	3	28	9422	0	0	0
341.021	6	1	34103	2	3	28	9422	0	0	0
341.061	6	1	34107	2	3	28	9422	0	0	0
341.071	6	1	34108	2	3	28	9422	0	0	0
341.111	6	1	34112	2	3	28	9422	0	0	0
341.121	6	1	34113	2	3	28	9422	0	0	0
341.161	6	1	34117	2	3	28	9422	0	0	0
341.171	6	1	34118	2	3	28	9422	0	0	0
341.211	6	1	34122	2	3	28	9422	0	0	0
341.221	6	1	34123	2	3	28	9422	0	0	0
341.261	6	1	34127	2	3	28	9422	0	0	0
341.271	6	1	34128	2	3	28	9422	0	0	0
341.311	6	1	34132	2	3	28	9422	0	0	0
341.321	6	1	34133	2	3	28	9422	0	0	0
341.361	6	1	34137	2	3	28	9422	0	0	0
341.371	6	1	34138	2	3	28	9422	0	0	0
341.411	6	1	34142	2	3	28	9422	0	0	0
341.421	6	1	34143	2	3	28	9422	0	0	0
341.461	6	1	34147	2	3	28	9422	0	0	0
341.471	6	1	34148	2	3	28	9422	0	0	0
341.511	6	1	34152	2	3	28	9422	0	0	0
341.521	6	1	34153	2	3	28	9422	0	0	0
341.561	6	1	34157	2	3	28	9422	0	0	0
341.571	6	1	34158	2	3	28	9422	0	0	0
341.611	6	1	34162	2	3	28	9422	0	0	0
341.621	6	1	34163	2	3	28	9422	0	0	0
341.661	6	1	34167	2	3	28	9422	0	0	0
341.671	6	1	34168	2	3	28	9422	0	0	0
341.711	6	1	34172	2	3	28	9422	0	0	0
341.721	6	1	34173	2	3	28	9422	0	0	0
341.761	6	1	34177	2	3	28	9422	0	0	0
341.771	6	1	34178	2	3	28	9422	0	0	0
341.811	6	1	34182	2	3	28	9422	0	0	0
341.821	6	1	34183	2	3	28	9422	0	0	0
341.861	6	1	34187	2	3	28	9422	0	0	0
341.871	6	1	34188	2	3	28	9422	0	0	0
341.911	6	1	34192	2	3	28	9422	0	0	0
341.921	6	1	34193	2	3	28	9422	0	0	0
341.961	6	1	34197	2	3	28	9422	0	0	0
341.971	6	1	34198	2	3	28	9422	0	0	0
342.011	6	1	34202	2	3	28	9422	0	0	0
342.021	6	1	34203	2	3	28	9422	0	0	0
342.061	6	1	34207	2	3	28	9422	0	0	0
342.071	6	1	34208	2	3	28	9422	0	0	0
342.111	6	1	34212	2	3	28	9422	0	0	0
342.121	6	1	34213	2	3	28	9422	0	0	0
342.161	6	1	34217	2	3	28	9422	0	0	0
342.171	6	1	34218	2	3	28	9422	0	0	0
342.211	6	1	34222	2	3	28	9422	0	0	0
342.221	6	1	34223	2	3	28	9422	0	0	0
342.261	6	1	34227	2	3	28	9422	0	0	0
342.271	6	1	34228	2	3	28	9422	0	0	0
342.311	6	1	34232	2	3	28	9422	0	0	0
342.321	6	1	34233	2	3	28	9422	0	0	0
342.361	6	1	34237	2	3	28	9422	0	0	0
342.371	6	1	34238	2	3	28	9422	0	0	0
342.411	6	1	34242	2	3	28	9422	0	0	0
342.421	6	1	34243	2	3	28	9422	0	0	0
342.461	6	1	34247	2	3	28	9422	0	0	0
342.471	6	1	34248	2	3	28	9422	0	0	0
342.511	6	1	34252	2	3	28	9422	0	0	0
342.521	6	1	34253	2	3	28	9422	0	0	0
342.561	6	1	34257	2	3	28	9422	0	0	0
342.571	6	1	34258	2	3	28	9422	0	0	0
342.611	6	1	34262	2	3	28	9422	0	0	0
342.621	6	1	34263	2	3	28	9422	0	0	0
342.661	6	1	34267	2	3	28	9422	0	0	0
342.671	6	1	34268	2	3	28	9422	0	0	0
342.711	6	1	34272	2	3	28	9422	0	0	0
342.721	6	1	34273	2	3	28	9422	0	0	0
342.761	6	1	34277	2	3	28	9422	0	0	0
342.771	6	1	34278	2	3	28	9422	0	0	0
342.811	6	1	34282	2	3	28	9422	0	0	0
342.821	6	1	34283	2	3	28	9422	0	0	0
342.861	6	1	34287	2	3	28	9422	0	0	0
342.871	6	1	34288	2	3	28	9422	0	0	0
342.911	6	1	34292	2	3	28	9422	0	0	0
342.921	6	1	34293	2	3	28	9422	0	0	0
342.961	6	1	34297	2	3	28	9422	0	0	0
342.971	6	1	34298	2	3	28	9422	0	0	0
343.011	6	1	34302	2	3	28	9422	0	0	0
343.021	6	1	34303	2	3	28	9422	0	0	0
343.061	6	1	34307	2	3	28	9422	0	0	0
343.071	6	1	34308	2	3	28	9422	0	0	0
343.111	6	1	34312	2	3	28	9422	0	0	0
343.121	6	1	34313	2	3	28	9422	0	0	0
343.161	6	1	34317	2	3	28	9422	0	0	0
343.171	6	1	34318	2	3	28	9422	0	0	0
343.211	6	1	34322	2	3	28	9422	0	0	0
343.221	6	1	34323	2	3	28	9422	0	0	0
343.261	6	1	34327	2	3	28	9422	0	0	0
343.271	6	1	34328	2	3	28	9422	0	0	0
343.311	6	1	34332	2	3	28	9422	0	0	0
343.321	6	1	34333	2	3	28	9422	0	0	0
343.361	6	1	34337	2	3	28	9422	0	0	0
343.371	6	1	34338	2	3	28	9422	0	0	0
343.411	6	1	34342	2	3	28	9422	0	0	0
343.421	6	1	34343	2	3	28	9422	0	0	0
343.461	6	1	34347	2	3	28	9422	0	0	0
343.471	6	1	34348	2	3	28	9422	0	0	0
343.511	6	1	34352	2	3	28	9422	0	0	0
